ID's Feed,Name,raw,TergetVal,Dynamic Percentage,Kp,Ki,Kd,Box's Weight,M(t),Percentage(t),error(g),P,Sum_I,I,D,PID,SPEED,MSMStepCounter,SSMStepCounter,tick,Tstart,Treading,raw_factor,state
$:1.00,,,30,86,18,90,150,434,14,46,16,288,566,0,0,255,550,828,828,27,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,16,53,14,252,566,0,0,252,591,854,854,28,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,16,53,14,252,566,0,0,252,591,883,883,29,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,18,60,12,216,566,0,0,216,1078,906,906,30,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,22,73,8,144,566,0,0,144,2052,921,921,31,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,22,73,8,144,566,0,0,144,2052,934,934,32,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,22,73,8,144,566,0,0,144,2052,947,947,33,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,22,73,8,144,566,0,0,144,2052,960,960,34,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,22,73,8,144,566,0,0,144,2052,973,973,35,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,22,73,8,144,566,0,0,144,2052,986,986,36,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,22,73,8,144,566,0,0,144,2052,999,999,37,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,24,80,6,108,566,0,0,108,2539,1010,1010,38,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1020,1020,39,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1029,1029,40,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1038,1038,41,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1047,1047,42,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1056,1056,43,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1065,1065,44,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1074,1074,45,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1083,1083,46,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1092,1092,47,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1101,1101,48,1,1,EndLine,
$:1.00,,,30,86,18,90,150,434,26,86,4,72,566,0,0,72,3026,1110,1110,49,1,1,EndLine,
$InherenticDataArray:,,,,,,,,,,,,,,,,,,,,,,1,EndLine,
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,821,821,0,1,0,EndLine,
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,828,828,1,1,,,
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,835,835,2,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,842,842,3,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,849,849,4,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,856,856,5,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,863,863,6,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,870,870,7,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,877,877,8,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,18,90,6,120,510,0,-80000,0,4000,884,884,9,1,1,1,EndLine
$:2.00,,,20,85,20,100,100,496,20,100,2,40,510,0,-160000,0,4000,884,891,10,1,1,1,EndLine
$:0.20,,,20,85,20,100,100,496,2,10,18,360,510,0,160000,255,550,262,262,11,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,2,10,18,360,510,0,160000,255,550,283,283,12,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,2,10,18,360,510,0,160000,255,550,304,304,13,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,2,10,18,360,510,0,160000,255,550,325,325,14,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,2,10,18,360,510,0,160000,255,550,346,346,15,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,2,10,18,360,510,0,160000,255,550,367,367,16,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,2,10,18,360,510,0,160000,255,550,388,388,17,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,2,10,18,360,510,0,160000,255,550,409,409,18,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,2,10,18,360,510,0,160000,255,550,430,430,19,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,6,30,14,280,510,0,80000,255,550,451,451,20,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,6,30,14,280,510,0,80000,255,550,472,472,21,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,6,30,14,280,510,0,80000,255,550,493,493,22,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,6,30,14,280,510,0,80000,255,550,514,514,23,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,6,30,14,280,510,0,80000,255,550,535,535,24,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,6,30,14,280,510,0,80000,255,550,556,556,25,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,8,40,12,240,510,0,40000,255,550,577,577,26,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,8,40,12,240,510,0,40000,255,550,598,598,27,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,8,40,12,240,510,0,40000,255,550,619,619,28,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,8,40,12,240,510,0,40000,255,550,640,640,29,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,8,40,12,240,510,0,40000,255,550,661,661,30,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,8,40,12,240,510,0,40000,255,550,682,682,31,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,12,60,8,160,510,0,-40000,0,4000,695,695,32,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,702,702,33,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,709,709,34,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,716,716,35,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,723,723,36,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,730,730,37,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,737,737,38,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,744,744,39,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,751,751,40,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,758,758,41,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,765,765,42,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,772,772,43,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,779,779,44,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,786,786,45,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,793,793,46,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,800,800,47,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,807,807,48,1,1,1,EndLine
$:1.00,,,20,85,20,100,100,496,14,70,6,120,510,0,-80000,0,4000,814,814,49,1,1,1,EndLine
$InherenticDataArray:,,,,,,,,,,,,,,,,,,,,,,1,1,EndLine
$:1.00,,,30,86,18,90,150,518,20,66,10,180,566,0,0,0,4000,906,906,0,1,1,0,EndLine
$:1.00,,,30,86,18,90,150,518,20,66,10,180,566,0,0,0,4000,913,913,1,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,22,73,8,144,566,0,0,0,4000,920,920,2,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,24,80,6,108,566,0,0,0,4000,927,927,3,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,24,80,6,108,566,0,0,0,4000,934,934,4,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,24,80,6,108,566,0,0,0,4000,941,941,5,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,24,80,6,108,566,0,0,0,4000,948,948,6,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,24,80,6,108,566,0,0,0,4000,955,955,7,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,26,86,4,72,566,0,0,0,4000,962,962,8,1,2,0,EndLine
$:1.00,,,30,86,18,90,150,518,26,86,4,72,566,0,0,0,4000,969,969,9,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,26,86,4,72,566,0,0,0,4000,976,976,10,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,26,86,4,72,566,0,0,0,4000,983,983,11,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,26,86,4,72,566,0,0,0,4000,990,990,12,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,26,86,4,72,566,0,0,0,4000,997,997,13,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,26,86,4,72,566,0,0,0,4000,1004,1004,14,1,1,0,EndLine
$:1.00,,,30,86,18,90,150,518,26,86,4,72,566,0,0,0,4000,1011,1011,15,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,26,86,4,72,566,0,0,0,4000,1018,1018,16,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,675,675,17,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,682,682,18,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,689,689,19,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,696,696,20,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,703,703,21,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,710,710,22,1,2,0,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,717,717,23,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,724,724,24,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,731,731,25,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,738,738,26,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,16,53,14,252,566,0,0,0,4000,745,745,27,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,14,252,566,0,0,0,4000,752,752,28,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,759,759,29,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,766,766,30,1,2,0,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,773,773,31,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,780,780,32,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,787,787,33,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,794,794,34,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,801,801,35,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,808,808,36,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,815,815,37,1,2,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,822,822,38,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,829,829,39,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,836,836,40,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,843,843,41,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,850,850,42,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,18,60,12,216,566,0,0,0,4000,857,857,43,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,20,66,10,180,566,0,0,0,4000,864,864,44,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,20,66,10,180,566,0,0,0,4000,871,871,45,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,20,66,10,180,566,0,0,0,4000,878,878,46,1,2,0,EndLine
$:1.00,,,30,86,18,90,150,518,20,66,10,180,566,0,0,0,4000,885,885,47,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,20,66,10,180,566,0,0,0,4000,892,892,48,1,1,800,EndLine
$:1.00,,,30,86,18,90,150,518,20,66,10,180,566,0,0,0,4000,899,899,49,1,1,800,EndLine
Id:3805860413.777000,מוצר 20,800,20,85,4,10,0.2,556,2,10,18,72,102,102,-1.6,172.4,860,167,167,0,0.2,1,800,EndLine
Id:3805860413.777000,מוצר 20,800,20,85,4,10,0.2,556,6,30,14,56,102,102,-3.2,154.8,927,305,305,1,0.2,1,800,EndLine
Id:3805860413.777000,מוצר 20,800,20,85,4,10,0.2,556,8,40,12,48,102,102,-1.6,148.4,949,327,327,2,0.2,1,800,EndLine
Id:3805860413.777000,מוצר 20,800,20,85,4,10,0.2,556,10,50,10,40,102,102,-1.6,140.4,979,525,525,3,0.2,2,800,EndLine
Id:3805860413.777000,מוצר 20,800,20,85,4,10,0.2,556,12,60,8,32,102,102,-1.6,132.4,1009,546,546,4,0.2,1,800,EndLine
Id:3805860413.777000,מוצר 20,800,20,85,4,10,0.2,556,14,70,6,24,102,102,-1.6,124.4,1039,567,567,5,0.2,1,800,EndLine
Id:3805860413.777000,מוצר 20,800,20,85,4,10,0.2,556,16,80,4,16,102,102,-1.6,116.4,1068,650,650,6,0.2,1,800,EndLine
Id:3805860413.777000,מוצר 20,800,20,85,4,10,0.2,556,18,90,2,8,102,102,-1.6,108.4,1098,831,832,7,0.2,1,800,EndLine
Id:3805861853.667000,מוצר 20,800,20,85,4,10,0.2,614,2,10,18,72,102,102,-1.6,172.4,860,375,375,0,0.2,1,800,EndLine
Id:3805861853.667000,מוצר 20,800,20,85,4,10,0.2,614,4,20,16,64,102,102,-1.6,164.4,890,559,559,1,0.2,1,800,EndLine
Id:3805861853.667000,מוצר 20,800,20,85,4,10,0.2,614,6,30,14,56,102,102,-1.6,156.4,919,581,581,2,0.2,2,800,EndLine
Id:3805861853.667000,מוצר 20,800,20,85,4,10,0.2,614,10,50,10,40,102,102,-3.2,138.8,986,977,977,3,0.2,0,0,EndLine
Id:3805861853.667000,מוצר 20,800,20,85,4,10,0.2,614,14,70,6,24,102,102,-3.2,122.8,1046,998,998,4,0.2,1,800,EndLine
Id:3805861853.667000,מוצר 20,800,20,85,4,10,0.2,614,16,80,4,16,102,102,-1.6,116.4,1068,1165,1165,5,0.2,1,800,EndLine
Id:3805862179.985000,מוצר 20,800,20,85,4,10,0.2,630,4,20,16,64,102,102,-3.2,162.8,897,354,354,0,0.2,1,800,EndLine
Id:3805862179.985000,מוצר 20,800,20,85,4,10,0.2,630,6,30,14,56,102,102,-1.6,156.4,919,376,376,1,0.2,1,800,EndLine
Id:3805862179.985000,מוצר 20,800,20,85,4,10,0.2,630,8,40,12,48,102,102,-1.6,148.4,949,464,464,2,0.2,2,800,EndLine
Id:3805862179.985000,מוצר 20,800,20,85,4,10,0.2,630,10,50,10,40,102,102,-1.6,140.4,979,486,486,3,0.2,0,0,EndLine
Id:3805862179.985000,מוצר 20,800,20,85,4,10,0.2,630,12,60,8,32,102,102,-1.6,132.4,1009,528,528,4,0.2,1,1600,EndLine
Id:3805862179.985000,מוצר 20,800,20,85,4,10,0.2,630,14,70,6,24,102,102,-1.6,124.4,1039,549,549,5,0.2,1,1600,EndLine
Id:3805862179.985000,מוצר 20,800,20,85,4,10,0.2,630,16,80,4,16,102,102,-1.6,116.4,1068,569,569,6,0.2,0,0,EndLine
Id:3805862179.985000,מוצר 20,800,20,85,4,10,0.2,630,18,90,2,8,102,102,-1.6,108.4,1098,749,750,7,0.2,1,1600,EndLine
Id:3805862603.869000,מוצר 20,800,20,85,4,10,0.2,652,2,10,18,72,102,102,-1.6,172.4,860,211,211,0,0.2,1,1600,EndLine
Id:3805862603.869000,מוצר 20,800,20,85,4,10,0.2,652,4,20,16,64,102,102,-1.6,164.4,890,349,349,1,0.2,2,1600,EndLine
Id:3805862603.869000,מוצר 20,800,20,85,4,10,0.2,652,6,30,14,56,102,102,-1.6,156.4,919,371,371,2,0.2,0,0,EndLine
Id:3805862603.869000,מוצר 20,800,20,85,4,10,0.2,652,8,40,12,48,102,102,-1.6,148.4,949,393,393,3,0.2,1,1587,EndLine
Id:3805862603.869000,מוצר 20,800,20,85,4,10,0.2,652,10,50,10,40,102,102,-1.6,140.4,979,415,415,4,0.2,1,1587,EndLine
Id:3805862603.869000,מוצר 20,800,20,85,4,10,0.2,652,12,60,8,32,102,102,-1.6,132.4,1009,565,565,5,0.2,1,1587,EndLine
Id:3805862603.869000,מוצר 20,800,20,85,4,10,0.2,652,16,80,4,16,102,102,-3.2,114.8,1076,586,586,6,0.2,1,1587,EndLine
Id:3805862603.869000,מוצר 20,800,20,85,4,10,0.2,652,18,90,2,8,102,102,-1.6,108.4,1098,605,606,7,0.2,1,1587,EndLine
Id:3805862711.369000,מוצר 20,800,20,85,4,10,0.2,670,0,0,20,80,102,50,16,146,957,29,29,0,0.2,1,1587,EndLine
Id:3805862711.369000,מוצר 20,800,20,85,4,10,0.2,670,2,10,18,72,102,102,-1.6,172.4,860,271,271,1,0.2,1,1587,EndLine
Id:3805862711.369000,מוצר 20,800,20,85,4,10,0.2,670,4,20,16,64,102,102,-1.6,164.4,890,294,294,2,0.2,0,0,EndLine
Id:3805862711.369000,מוצר 20,800,20,85,4,10,0.2,670,6,30,14,56,102,102,-1.6,156.4,919,431,431,3,0.2,1,1587,EndLine
Id:3805862711.369000,מוצר 20,800,20,85,4,10,0.2,670,12,60,8,32,102,102,-4.8,129.2,1020,475,475,4,0.2,1,1587,EndLine
Id:3805862711.369000,מוצר 20,800,20,85,4,10,0.2,670,14,70,6,24,102,102,-1.6,124.4,1039,580,580,5,0.2,1,1587,EndLine
Id:3805862711.369000,מוצר 20,800,20,85,4,10,0.2,670,18,90,2,8,102,102,-3.2,106.8,1106,662,663,6,0.2,1,1587,EndLine
Id:3805862822.370000,מוצר 20,800,20,85,4,10,0.2,684,0,0,20,80,102,50,16,146,957,27,27,0,0.2,1,1587,EndLine
Id:3805862822.370000,מוצר 20,800,20,85,4,10,0.2,684,4,20,16,64,102,102,-3.2,162.8,897,276,276,1,0.2,1,1587,EndLine
Id:3805862822.370000,מוצר 20,800,20,85,4,10,0.2,684,6,30,14,56,102,102,-1.6,156.4,919,298,298,2,0.2,1,1587,EndLine
Id:3805862822.370000,מוצר 20,800,20,85,4,10,0.2,684,8,40,12,48,102,102,-1.6,148.4,949,386,386,3,0.2,1,1587,EndLine
Id:3805862822.370000,מוצר 20,800,20,85,4,10,0.2,684,10,50,10,40,102,102,-1.6,140.4,979,496,496,4,0.2,1,1587,EndLine
Id:3805862822.370000,מוצר 20,800,20,85,4,10,0.2,684,12,60,8,32,102,102,-1.6,132.4,1009,517,517,5,0.2,1,1587,EndLine
Id:3805862822.370000,מוצר 20,800,20,85,4,10,0.2,684,14,70,6,24,102,102,-1.6,124.4,1039,769,769,6,0.2,1,1587,EndLine
Id:3805862822.370000,מוצר 20,800,20,85,4,10,0.2,684,16,80,4,16,102,102,-1.6,116.4,1068,1584,1584,7,0.2,1,1587,EndLine
Id:3805862822.370000,מוצר 20,800,20,85,4,10,0.2,684,18,90,2,8,102,102,-1.6,108.4,1098,1943,1944,8,0.2,1,1587,EndLine
Id:3805863100.875000,אבקת חלבון 20,800,20,85,4,10,0.2,706,0,0,20,80,102,50,16,146,957,27,27,0,0.2,1,1587,EndLine
Id:3805863100.875000,אבקת חלבון 20,800,20,85,4,10,0.2,706,4,20,16,64,102,102,-3.2,162.8,897,203,203,1,0.2,2,1587,EndLine
Id:3805863100.875000,אבקת חלבון 20,800,20,85,4,10,0.2,706,6,30,14,56,102,102,-1.6,156.4,919,225,225,2,0.2,0,0,EndLine
Id:3805863100.875000,אבקת חלבון 20,800,20,85,4,10,0.2,706,8,40,12,48,102,102,-1.6,148.4,949,357,357,3,0.2,119224,0.03,1
Id:3805863100.875000,אבקת חלבון 20,800,20,85,4,10,0.2,706,12,60,8,32,102,102,-3.2,130.8,1016,467,467,4,0.2,127079,0.03,1
Id:3805863100.875000,אבקת חלבון 20,800,20,85,4,10,0.2,706,16,80,4,16,102,102,-3.2,114.8,1076,488,488,5,0.2,128841,0.03,1
Id:3805863100.875000,אבקת חלבון 20,800,20,85,4,10,0.2,706,18,90,2,8,102,102,-1.6,108.4,1098,687,688,6,0.2,129097,0.03,2
Id:3805863739.208000,מוצר 20,800,20,85,4,10,0.2,728,2,10,18,72,102,102,-1.6,172.4,860,359,359,0,0.2,129353,0.03,0
Id:3805863739.208000,מוצר 20,800,20,85,4,10,0.2,728,6,30,14,56,102,102,-3.2,154.8,927,428,428,1,0.2,1919638,0.03,1
Id:3805863739.208000,מוצר 20,800,20,85,4,10,0.2,728,8,40,12,48,102,102,-1.6,148.4,949,450,450,2,0.2,1920147,0.03,1
Id:3805863739.208000,מוצר 20,800,20,85,4,10,0.2,728,10,50,10,40,102,102,-1.6,140.4,979,472,472,3,0.2,1920404,0.03,1
Id:3805863739.208000,מוצר 20,800,20,85,4,10,0.2,728,12,60,8,32,102,102,-1.6,132.4,1009,579,579,4,0.2,1923192,0.03,1
Id:3805863739.208000,מוצר 20,800,20,85,4,10,0.2,728,16,80,4,16,102,102,-3.2,114.8,1076,684,684,5,0.2,1928772,0.03,1
Id:3805863739.208000,מוצר 20,800,20,85,4,10,0.2,728,18,90,2,8,102,102,-1.6,108.4,1098,703,704,6,0.2,1929023,0.03,1
Id:3805863739.208000,מוצר 20,800,20,85,4,10,0.2,728,20,100,2,8,102,102,0,108.4,1098,703,822,7,0.2,1931303,0.03,1
Id:3806043030.730000,מוצר 20,800,20,85,16.2,40.5,0.81,758,2,10,18,291.6,25.19,25.19,-6.48,255,550,187,187,0,0.81,1931553,0.03,1
Id:3806043030.730000,מוצר 20,800,20,85,16.2,40.5,0.81,758,4,20,16,259.2,25.19,25.19,-6.48,255,550,577,577,1,0.81,1932057,0.03,1
Id:3806043030.730000,מוצר 20,800,20,85,16.2,40.5,0.81,758,6,30,14,226.8,25.19,25.19,-6.48,245.51,588,636,636,2,0.81,1932562,0.03,1
Id:3806043030.730000,מוצר 20,800,20,85,16.2,40.5,0.81,758,16,80,4,64.8,25.19,25.19,-32.4,57.59,1288,665,665,3,0.81,1933574,0.03,1
Id:3806043030.730000,מוצר 20,800,20,85,16.2,40.5,0.81,758,18,90,2,32.4,25.19,25.19,-6.48,51.11,1310,1319,1320,4,0.81,1935091,0.03,1
Id:3806043030.730000,מוצר 20,800,20,85,16.2,40.5,0.81,758,190,950,2,32.4,25.19,25.19,0,51.11,1310,1319,2084,5,0.81,1936604,0.03,0
Id:3806044668.635000,סוכר לבן,1600,20,85,0.2,0.5,0.01,178,10,50,10,2,2040,1951.25,-0.4,255,550,800,800,0,0.01,55505,0.03,1
Id:3806044668.635000,סוכר לבן,1600,20,85,0.2,0.5,0.01,178,14,70,6,1.2,2040,2040,-0.16,255,550,1070,1070,1,0.01,56767,0.03,1
Id:3806044668.635000,סוכר לבן,1600,20,85,0.2,0.5,0.01,178,22,110,6,1.2,2040,2040,0,255,550,1243,1243,2,0.01,57020,0.03,1
Id:3806044710.634000,סוכר לבן,1600,20,85,0.2,0.5,0.01,188,10,50,10,2,2040,-12.75,0.48,0,1500,75,75,0,0.01,63656,0.03,1
Id:3806044710.634000,סוכר לבן,1600,20,85,0.2,0.5,0.01,188,12,60,8,1.6,2040,90.75,-0.08,92.27,1158,158,158,1,0.01,63909,0.03,1
Id:3806044710.634000,סוכר לבן,1600,20,85,0.2,0.5,0.01,188,18,90,2,0.4,2040,242,-0.24,242.16,599,309,310,2,0.01,66936,0.03,1
Id:3806044710.634000,סוכר לבן,1600,20,85,0.2,0.5,0.01,188,24,120,2,0.4,2040,660.25,0,242.16,599,309,1983,3,0.01,67189,0.03,1
Id:3806045012.318000,סוכר לבן,1587,40,87,0.48,1.17,0.09,194,2,5,38,18.24,871.79,871.79,-0.72,255,550,281,281,0,0.03,67693,0.03,1
Id:3806045012.318000,סוכר לבן,1587,40,87,0.48,1.17,0.09,194,4,10,36,17.28,871.79,871.79,-0.72,255,550,341,341,1,0.03,69927,0.03,2
Id:3806045012.318000,סוכר לבן,1587,40,87,0.48,1.17,0.09,194,6,15,34,16.32,871.79,871.79,-0.72,255,550,490,490,2,0.03,70433,0.03,0
Id:3806045012.318000,סוכר לבן,1587,40,87,0.48,1.17,0.09,194,8,20,32,15.36,871.79,871.79,-0.72,255,550,609,609,3,0.03,88741,0.03,1
Id:3806045012.318000,סוכר לבן,1587,40,87,0.48,1.17,0.09,194,18,45,22,10.56,871.79,871.79,-3.6,255,550,638,638,4,0.03,89246,0.03,1
Id:3806045012.318000,סוכר לבן,1587,40,87,0.48,1.17,0.09,194,30,75,10,4.8,871.79,871.79,-4.32,255,550,1420,1420,5,0.03,93984,0.03,1
Id:3806045012.318000,סוכר לבן,1587,40,87,0.48,1.17,0.09,194,32,80,8,3.84,871.79,871.79,-0.72,255,550,1450,1450,6,0.03,94488,0.03,1
Id:3806045012.318000,סוכר לבן,1587,40,87,0.48,1.17,0.09,194,42,105,8,3.84,871.79,871.79,0,255,550,1631,1631,7,0.03,94741,0.03,1
Id:3806045055.818000,סוכר לבן,1587,40,87,0.48,1.17,0.09,232,2,5,38,18.24,871.79,-22.23,14.4,10.41,1463,76,76,0,0.03,95246,0.03,1
Id:3806045055.818000,סוכר לבן,1587,40,87,0.48,1.17,0.09,232,4,10,36,17.28,871.79,871.79,-0.72,255,550,204,204,1,0.03,95498,0.03,1
Id:3806045055.818000,סוכר לבן,1587,40,87,0.48,1.17,0.09,232,6,15,34,16.32,871.79,871.79,-0.72,255,550,234,234,2,0.03,97011,0.03,1
